#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,13546270,140380,377933,907,8515021,55549,4653316,24878,,,,,,North America,,,
,Asia,15161456,80396,267714,1460,13537591,73556,1356151,24790,,,,,,Asia,,,
,South America,10388877,30875,310791,788,9360730,21960,717356,17394,,,,,,South America,,,
,Europe,14154606,198394,326116,3409,5254125,85701,8574365,29781,,,,,,Europe,,,
,Africa,1996767,9035,47712,274,1679182,11127,269873,2575,,,,,,Africa,,,
,Oceania,42143,22,994,,32911,8,8238,26,,,,,,Australia/Oceania,,,
,,721,,15,,659,,47,4,,,,,,,,,
,World,55290840,459102,1331275,6838,38380219,247901,15579346,99448,7093,170.8,,,,All,,,
1,USA,11508750,132842,252488,576,6984605,47283,4271657,20916,34693,761,169964518,512354,331732757,North America,29,1314,2
2,India,8873994,28377,130552,443,8287930,39980,455512,8944,6407,94,125698525,90751,1385086067,Asia,156,10609,11
3,Brazil,5876464,13371,166014,203,5291511,,418939,8318,27573,779,21900000,102756,213127014,South America,36,1284,10
4,France,1991233,9406,45054,506,140880,1070,1805299,4919,30481,690,19191764,293775,65328048,Europe,33,1450,3
5,Russia,1948603,22778,33489,303,1453849,13864,461265,2300,13350,229,69111898,473505,145958133,Europe,75,4358,2
6,Spain,1521899,12758,41253,162,N/A,N/A,N/A,3156,32546,882,20742051,443570,46761629,Europe,31,1134,2
7,UK,1390681,21363,52147,213,N/A,N/A,N/A,1355,20445,767,38932715,572370,68020236,Europe,49,1304,2
8,Argentina,1318384,7893,35727,291,1140196,11094,142461,4322,29071,788,3474091,76604,45351219,South America,34,1269,13
9,Italy,1205881,27354,45733,504,442364,21554,717784,3492,19956,757,19031049,314937,60428130,Europe,50,1321,3
10,Colombia,1205217,6471,34223,192,1111867,6911,59127,2376,23592,670,5766981,112888,51085837,South America,42,1493,9
11,Mexico,1006522,3269,98542,283,750190,4829,157790,2941,7776,761,2610548,20168,129439742,North America,129,1314,50
12,Peru,938268,1257,35271,40,865348,2228,37649,994,28310,1064,4815828,145304,33143099,South America,35,940,7
13,Germany,817526,14582,12891,199,515200,12800,289435,3436,9746,154,25010416,298151,83884996,Europe,103,6507,3
14,Iran,775121,13053,41979,486,564699,5881,168443,5677,9185,497,5545444,65709,84394287,Asia,109,2010,15
15,South Africa,752269,1245,20314,73,695496,2029,36459,546,12625,341,5142947,86309,59587901,Africa,79,2933,12
16,Poland,733788,20816,10491,143,306022,11239,417275,2103,19397,277,5645233,149223,37830907,Europe,52,3606,7
17,Ukraine,545689,9832,9697,94,244197,2753,291795,177,12506,222,3876966,88852,43633734,Europe,80,4500,11
18,Belgium,535939,4659,14421,118,32909,203,488609,1439,46167,1242,5488186,472768,11608626,Europe,22,805,2
19,Chile,532604,1331,14863,44,508067,1367,9674,724,27772,775,4860006,253419,19177744,South America,36,1290,4
20,Iraq,521542,2390,11712,42,449565,2526,60265,364,12860,289,3146289,77579,40555704,Asia,78,3463,13
21,Indonesia,470648,3535,15296,85,395443,3452,59909,,1714,56,5090127,18536,274606038,Asia,583,17953,54
22,Czechia,462121,2005,6370,162,328019,713,127732,1110,43122,594,2786547,260024,10716485,Europe,23,1682,4
23,Netherlands,452701,4830,8530,44,N/A,N/A,N/A,599,26398,497,3711716,216437,17149188,Europe,38,2010,5
24,Bangladesh,434472,2139,6215,21,351146,1604,77111,,2628,38,2556962,15468,165303831,Asia,380,26598,65
25,Turkey,417594,3316,11601,94,356375,2712,49618,3610,4932,137,16307986,192587,84678630,Asia,203,7299,5
26,Philippines,409574,1738,7839,7,374366,45,27369,1455,3719,71,5291547,48050,110125242,Asia,269,14048,21
27,Romania,365212,4931,9075,149,246633,2801,109504,1187,19033,473,3702328,192942,19188803,Europe,53,2114,5
28,Pakistan,359032,2128,7160,19,323824,599,28048,1379,1614,32,4950561,22252,222481419,Asia,620,31073,45
29,Saudi Arabia,353556,301,5676,19,340668,364,7212,823,10097,162,8938025,255258,35015637,Asia,99,6169,4
30,Israel,324755,1014,2735,3,314093,713,7927,326,35309,297,5051016,549167,9197590,Asia,28,3363,2
31,Canada,298782,2705,10988,35,237543,2142,50251,334,7890,290,10348040,273279,37866241,North America,127,3446,4
32,Morocco,296189,3012,4850,71,243359,4761,47980,1048,7989,131,3664662,98847,37074055,Africa,125,7644,10
33,Switzerland,269974,12839,3529,160,141000,,125445,488,31109,407,2411237,277844,8678393,Europe,32,2459,4
34,Portugal,217301,,3381,,125066,,88854,415,21335,332,3853501,378335,10185425,Europe,47,3013,3
35,Nepal,210973,1197,1230,9,176364,2934,33379,,7193,42,1613911,55024,29331289,Asia,139,23847,18
36,Austria,208613,4657,1887,58,129671,3997,77055,612,23113,209,2694112,298492,9025731,Europe,43,4783,3
37,Ecuador,180676,381,13016,8,160639,,7021,340,10183,734,597190,33658,17742798,South America,98,1363,30
38,Sweden,177355,,6164,,N/A,N/A,N/A,150,17520,609,2659793,262749,10122943,Europe,57,1642,4
39,UAE,151554,1209,534,4,143932,680,7088,,15254,54,15063561,1516204,9935048,Asia,66,18605,1
40,Jordan,149539,5861,1843,71,10311,244,137385,454,14602,180,2210501,215847,10241068,Asia,68,5557,5
41,Hungary,147456,6495,3190,93,34010,2411,110256,582,15279,331,1360840,141004,9651044,Europe,65,3025,7
42,Panama,146653,,2873,,125370,,18410,153,33791,662,765482,176377,4340039,North America,30,1511,6
43,Bolivia,143246,65,8849,8,117137,309,17260,71,12209,754,345898,29482,11732407,South America,82,1326,34
44,Kuwait,137329,489,842,4,128414,829,8073,115,31981,196,1016638,236753,4294096,Asia,31,5100,4
45,Qatar,136028,243,235,1,133010,226,2783,35,48446,84,1053841,375326,2807805,Asia,21,11948,3
46,Dominican Republic,134203,479,2286,1,110381,400,21536,193,12325,210,652070,59885,10888645,North America,81,4763,17
47,Costa Rica,123223,,1546,,75341,,46336,203,24107,302,341594,66828,5111554,North America,41,3306,15
48,Kazakhstan,121051,588,1899,,109944,301,9208,221,6418,101,3645655,193294,18860630,Asia,156,9932,5
49,Oman,120718,329,1350,12,111446,350,7922,140,23420,262,571472,110871,5154401,Asia,43,3818,9
50,Japan,118136,1459,1885,2,103674,837,12577,251,935,15,3045924,24111,126329485,Asia,1069,67018,41
51,Armenia,117886,549,1788,25,75865,881,40233,,39755,603,465551,156998,2965335,Asia,25,1658,6
52,Belarus,115448,1263,1053,7,96462,619,17933,,12219,111,2903032,307259,9448146,Europe,82,8973,3
53,Guatemala,115032,147,3938,6,104786,348,6308,5,6377,218,483389,26798,18038482,North America,157,4581,37
54,Egypt,111009,242,6465,12,101179,133,3365,46,1077,63,1000000,9704,103049958,Africa,928,15940,103
55,Lebanon,106446,1016,827,10,61263,847,44356,316,15622,121,1399195,205346,6813826,Asia,64,8239,5
56,Honduras,103102,547,2823,1,44778,227,55501,21,10348,283,246269,24718,9963208,North America,97,3529,40
57,Ethiopia,103056,336,1581,12,64130,264,37345,308,888,14,1566221,13501,116011939,Africa,1126,73379,74
58,Bulgaria,101770,3519,2282,152,30317,942,69171,288,14689,329,864550,124782,6928502,Europe,68,3036,8
59,Venezuela,97352,,851,,92373,,4128,117,3427,30,2250662,79234,28405362,South America,292,33379,13
60,Moldova,89843,564,2035,16,71874,1062,15934,253,22291,505,417113,103492,4030407,Europe,45,1981,10
61,Serbia,87381,2813,1030,21,31536,,54815,161,10016,118,1519315,174154,8723998,Europe,100,8470,6
62,Slovakia,87276,509,526,16,31053,534,55697,218,15983,96,968365,177335,5460642,Europe,63,10381,6
63,Croatia,85519,1313,1082,33,68738,2507,15699,191,20881,264,624393,152454,4095627,Europe,48,3785,7
64,Bahrain,84882,179,337,3,82680,211,1865,20,49262,196,1914445,1111057,1723084,Asia,20,5113,1
65,Georgia,82835,3157,733,30,65291,3230,16811,,20780,184,1012265,253938,3986264,Asia,48,5438,4
66,Tunisia,81003,599,2396,51,55551,1189,23056,278,6827,202,410807,34624,11864905,Africa,146,4952,29
67,Azerbaijan,77083,1395,985,18,55755,605,20343,,7577,97,1523221,149725,10173437,Asia,132,10328,7
68,Greece,76403,2198,1165,59,9989,,65249,400,7344,112,2104235,202258,10403693,Europe,136,8930,5
69,Libya,74324,722,1025,8,44733,600,28566,,10762,148,375201,54329,6906142,Africa,93,6738,18
70,Bosnia and Herzegovina,72689,733,1973,75,36473,867,34243,,22208,603,374892,114539,3273048,Europe,45,1659,9
71,Paraguay,71574,,1587,,51375,,18612,107,9989,221,402564,56183,7165264,South America,100,4515,18
72,Kenya,70804,559,1287,18,46244,478,23273,64,1306,24,793026,14629,54208768,Africa,766,42120,68
73,Uzbekistan,70299,118,598,,67526,80,2175,250,2089,18,1377915,40949,33649936,Asia,479,56271,24
74,Myanmar,70161,1167,1599,22,53299,948,15263,,1286,29,911739,16715,54546880,Asia,777,34113,60
75,Algeria,68589,910,2168,14,45148,515,21273,50,1554,49,,,44144876,Africa,644,20362,
76,Ireland,68356,453,1984,5,23364,,43008,33,13786,400,1811270,365292,4958414,Europe,73,2499,3
77,Kyrgyzstan,66983,479,1203,4,57760,439,8020,128,10204,183,463370,70590,6564209,Asia,98,5457,14
78,Nigeria,65305,157,1163,,61162,89,2980,10,314,6,705809,3393,208020476,Africa,3185,178865,295
79,Palestine,63867,836,572,7,54953,607,8342,,12413,111,589527,114579,5145152,Asia,81,8995,9
80,Denmark,63331,1195,764,4,48696,949,13871,44,10919,132,6387145,1101252,5799893,Europe,92,7591,1
81,Singapore,58124,5,28,,58033,4,63,,9906,5,4066897,693109,5867612,Asia,101,209558,1
82,Slovenia,55543,501,831,34,35387,523,19325,207,26716,400,442647,212909,2079046,Europe,37,2502,5
83,Ghana,50123,,322,,48328,,1473,16,1601,10,560713,17907,31312834,Africa,625,97245,56
84,Malaysia,48520,1103,313,4,35606,821,12601,102,1492,10,2401043,73831,32520804,Asia,670,103900,14
85,North Macedonia,47636,586,1345,40,27803,439,18488,138,22865,646,293872,141058,2083342,Europe,44,1549,7
86,Afghanistan,43403,163,1626,9,35137,45,6640,93,1106,41,129963,3311,39251970,Asia,904,24140,302
87,El Salvador,36669,153,1047,3,33064,115,2558,46,5643,161,514708,79204,6498526,North America,177,6207,13
88,Lithuania,35911,1152,285,8,7882,129,27744,87,13262,105,1187674,438625,2707719,Europe,75,9501,2
89,Norway,29236,270,294,,19025,,9917,32,5377,54,2034728,374227,5437153,Europe,186,18494,3
90,S. Korea,28769,223,494,1,25759,68,2516,55,561,10,2797691,54551,51285868,Asia,1783,103818,18
91,Albania,28432,602,631,8,13453,564,14348,17,9884,219,153492,53359,2876607,Europe,101,4559,19
92,Montenegro,27773,596,396,5,17862,475,9515,31,44218,630,111076,176846,628096,Europe,23,1586,6
93,Australia,27750,22,907,,25498,8,1345,,1084,35,9401429,367093,25610483,Australia/Oceania,923,28236,3
94,Luxembourg,27256,164,236,10,17734,2306,9286,46,43280,375,1228102,1950096,629765,Europe,23,2668,1
95,Cameroon,22692,,433,,21510,,749,41,847,16,149000,5562,26789092,Africa,1181,61869,180
96,Ivory Coast,20988,12,128,,20663,16,197,,788,5,205228,7710,26618749,Africa,1268,207959,130
97,Finland,19419,104,371,2,14000,,5048,13,3503,67,1723663,310908,5543972,Europe,285,14943,3
98,Sri Lanka,17674,387,58,,11806,311,5810,,824,3,672100,31338,21447081,Asia,1213,369777,32
99,Madagascar,17310,,250,,16592,,468,16,619,9,92992,3327,27952796,Africa,1615,111811,301
100,Zambia,17187,64,353,,16400,263,434,,925,19,333026,17931,18572756,Africa,1081,52614,56
101,Uganda,16257,237,150,5,8170,132,7937,,351,3,591658,12788,46268408,Africa,2846,308456,78
102,Senegal,15801,8,329,1,15421,5,51,3,935,19,219429,12979,16906057,Africa,1070,51386,77
103,Sudan,14626,,1116,,9571,,3939,,331,25,,,44226812,Africa,3024,39630,
104,Mozambique,14514,66,116,3,12599,94,1799,,460,4,211809,6708,31576544,Africa,2176,272212,149
105,Angola,13615,164,324,2,6523,79,6768,23,410,10,171247,5152,33239753,Africa,2441,102592,194
106,Namibia,13555,47,138,,12843,163,574,5,5299,54,142091,55548,2557979,Africa,189,18536,18
107,Guinea,12624,13,75,,11270,119,1279,24,952,6,51216,3861,13263564,Africa,1051,176848,259
108,Maldives,12314,110,44,,11316,27,954,12,22633,81,150743,277061,544079,Asia,44,12365,4
109,DRC,11839,79,321,2,11124,38,394,,131,4,,,90556956,Africa,7649,282109,
110,French Polynesia,11706,,53,,4842,,6811,26,41582,188,26355,93617,281519,Australia/Oceania,24,5312,11
