#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent
78,Bulgaria,2372,41,125,5,769,1478,29,341,18,71605,10297,6953796,Europe
79,Tajikistan,2350,,44,,1008,1298,,247,5,,,9512290,Asia
80,Ivory Coast,2301,,29,,1100,1172,,87,1,21069,801,26300113,Africa
81,Croatia,2243,6,99,2,2011,133,5,546,24,59911,14584,4107874,Europe
82,Djibouti,2047,,10,,1055,982,,2075,10,21156,21448,986363,Africa
83,DRC,1945,110,63,2,312,1570,,22,0.7,,,89226763,Africa
84,North Macedonia,1921,23,112,1,1387,422,21,922,54,24018,11528,2083383,Europe
85,Cuba,1908,,80,,1603,225,5,168,7,89031,7860,11327348,North America
86,Estonia,1807,7,64,,1508,235,2,1362,48,74604,56244,1326440,Europe
87,Iceland,1803,,10,,1791,2,,5287,29,58225,170748,341000,Europe
88,El Salvador,1725,85,33,,562,1130,26,266,5,67663,10438,6482643,North America
89,Lithuania,1604,11,61,,1111,432,17,588,22,259043,95025,2726052,Europe
90,Somalia,1594,,61,,204,1329,2,101,4,,,15839369,Africa
91,Gabon,1567,,12,,365,1190,6,706,5,8622,3885,2219485,Africa
92,New Zealand,1504,1,21,,1455,28,1,312,4,250246,51941,4817906,Australia/Oceania
93,Slovakia,1503,1,28,,1256,219,2,275,5,154529,28305,5459361,Europe
94,Mayotte,1475,,19,,894,562,11,5422,70,5200,19116,272030,Africa
95,Slovenia,1468,,106,,1340,22,3,706,51,75110,36130,2078908,Europe
96,Kyrgyzstan,1350,37,14,,939,397,5,207,2,98281,15093,6511813,Asia
97,Maldives,1216,,4,,91,1121,9,2254,7,11775,21828,539443,Asia
98,Kenya,1161,52,50,,380,731,1,22,0.9,55074,1027,53631400,Africa
99,Guinea-Bissau,1109,,6,,42,1061,,565,3,1500,764,1962465,Africa
100,Lebanon,1086,62,26,,663,397,3,159,4,69610,10194,6828619,Asia
101,Hong Kong,1066,2,4,,1029,33,1,142,0.5,168291,22468,7490261,Asia
102,Sri Lanka,1057,9,9,,620,428,1,49,0.4,49124,2295,21403517,Asia
103,Tunisia,1046,,47,,883,116,3,89,4,45308,3838,11804800,Africa
104,Latvia,1030,5,22,,712,296,2,545,12,96366,51033,1888294,Europe
105,Albania,981,12,31,,777,173,3,341,11,12933,4494,2878129,Europe
106,Mali,947,,60,,558,329,,47,3,3483,173,20179688,Africa
107,Niger,924,,60,,753,111,,38,2,5949,247,24095961,Africa
108,Cyprus,923,,17,,561,345,10,765,14,95349,79036,1206392,Asia
109,Costa Rica,903,,10,,592,301,3,177,2,21929,4309,5088953,North America
110,Equatorial Guinea,903,,10,,165,728,,646,7,854,611,1397254,Africa
111,Venezuela,882,,10,,262,610,2,31,0.4,697691,24528,28444376,South America
112,Zambia,866,,7,,302,557,1,47,0.4,19432,1061,18321393,Africa
113,Paraguay,836,,11,,256,569,,117,2,21987,3087,7122661,South America
114,Burkina Faso,812,,52,,669,91,,39,2,,,20833816,Africa
115,Andorra,762,,51,,639,72,3,9864,660,3750,48542,77252,Europe
116,Uruguay,749,,20,,594,135,4,216,6,36537,10522,3472430,South America
117,Haiti,734,71,25,3,21,688,,64,2,2519,221,11386865,North America
118,Georgia,723,2,12,,495,216,6,181,3,45707,11455,3989972,Asia
119,Diamond Princess,712,,13,,651,48,4,,,,,,
120,Jordan,684,,9,,457,218,5,67,0.9,156663,15371,10191845,Asia
121,San Marino,661,3,41,,254,366,1,19485,1209,3873,114170,33923,Europe
122,Malta,600,1,6,,469,125,1,1359,14,57784,130906,441416,Europe
123,Chad,588,,58,,186,344,,36,4,,,16368402,Africa
124,Sierra Leone,585,,35,,205,345,,74,4,,,7957977,Africa
125,Channel Islands,558,,45,,508,5,,3213,259,5342,30757,173685,Europe
126,Jamaica,534,5,9,,181,344,,180,3,9178,3101,2959765,North America
127,Tanzania,509,,21,,183,305,7,9,0.4,,,59527001,Africa
128,Nepal,507,50,3,,70,434,1,17,0.1,124604,4285,29076092,Asia
129,South Sudan,481,,4,,4,473,,43,0.4,3356,300,11178970,Africa
130,Congo,469,,16,,137,316,,85,3,,,5501846,Africa
131,Runion,449,,1,,411,37,2,502,1,17200,19226,894609,Africa
132,Madagascar,448,43,2,,135,311,2,16,0.07,5670,205,27605453,Africa
133,Taiwan,441,,7,,408,26,,19,0.3,70338,2954,23812157,Asia
134,CAR,436,,,,18,418,,90,,11294,2343,4820066,Africa
135,Ethiopia,429,30,5,,128,296,,4,0.04,73164,638,114622829,Africa
136,Palestine,423,,2,,346,75,,83,0.4,44876,8821,5087326,Asia
137,Cabo Verde,356,,3,,95,258,,641,5,892,1606,555311,Africa
138,Togo,354,,12,,118,224,,43,1,14767,1789,8255653,Africa
139,Isle of Man,336,,24,,303,9,2,3954,282,4353,51221,84984,Europe
140,Mauritius,332,,10,,322,0,,261,8,98075,77131,1271542,Africa
141,Montenegro,324,,9,,314,1,2,516,14,10167,16188,628058,Europe
142,Vietnam,324,,,,266,58,2,3,,275000,2828,97241403,Asia
143,Rwanda,320,,,,217,103,,25,,54400,4213,12913795,Africa
144,Nicaragua,279,,17,,199,63,,42,3,,,6615686,North America
145,Sao Tome and Principe,251,,8,,4,239,,1148,37,175,800,218686,Africa
146,French Guiana,249,,1,,137,111,,836,3,,,297751,South America
147,Liberia,240,,23,,131,86,,48,5,,,5043542,Africa
148,Eswatini,220,,2,,112,106,,190,2,4994,4310,1158822,Africa
149,Myanmar,199,,6,,108,85,,4,0.1,16550,304,54369777,Asia
150,Yemen,197,,33,,5,159,,7,1,120,4,29748378,Asia
151,Martinique,192,,14,,91,87,,512,37,,,375296,North America
152,Faeroe Islands,187,,,,187,0,,3829,,9084,185984,48843,Europe
153,Mauritania,173,,5,,7,161,,37,1,2583,557,4634928,Africa
154,Mozambique,162,,,,48,114,,5,,7063,227,31149023,Africa
155,Uganda,160,,,,66,94,,4,,81682,1793,45562477,Africa
156,Guadeloupe,155,,13,,109,33,3,387,32,2866,7163,400117,North America
157,Gibraltar,151,,,,146,5,,4482,,5833,173127,33692,Europe
158,Brunei,141,,1,,136,4,2,323,2,18193,41630,437013,Asia
159,Mongolia,141,1,,,28,113,27,43,,12153,3714,3272228,Asia
160,Benin,135,,3,,61,71,,11,0.2,26792,2217,12084945,Africa
161,Guyana,127,,10,,57,60,3,162,13,1329,1691,786139,South America
162,Bermuda,125,,9,,80,36,2,2006,144,5784,92838,62302,North America
163,Cambodia,123,,,,122,1,,7,,15830,948,16692685,Asia
164,Cayman Islands,121,,1,,55,65,,1844,15,7959,121262,65635,North America
165,Trinidad and Tobago,116,,8,,108,0,,83,6,2805,2005,1398999,North America
166,Aruba,101,,3,,95,3,4,946,28,2048,19191,106717,North America
167,Bahamas,97,,11,,44,42,1,247,28,1910,4862,392826,North America
168,Monaco,97,,4,,90,3,1,2474,102,,,39211,Europe
169,Barbados,90,,7,,70,13,4,313,24,4438,15445,287337,North America
170,Liechtenstein,82,,1,,55,26,,2151,26,900,23612,38116,Europe
171,Sint Maarten,77,,15,,59,3,1,1798,350,437,10205,42821,North America
172,Malawi,72,,3,,27,42,1,4,0.2,1803,95,19070499,Africa
173,Libya,71,,3,,35,33,,10,0.4,4351,634,6860692,Africa
174,Angola,60,2,3,,17,40,,2,0.09,6136,187,32740203,Africa
175,French Polynesia,60,,,,60,0,,214,,3686,13130,280731,Australia/Oceania
176,Syria,58,,3,,36,19,,3,0.2,,,17449901,Asia
177,Zimbabwe,51,,4,,18,29,,3,0.3,28019,1888,14838265,Africa
178,Macao,45,,,,45,0,,69,,,,648331,Asia
179,Burundi,42,,1,,20,21,,4,0.08,284,24,11847387,Africa
180,Saint Martin,40,,3,,33,4,1,1037,78,,,38590,North America
181,Eritrea,39,,,,39,0,,11,,,,3540846,Africa
182,Comoros,34,,1,,8,25,,39,1,,,867421,Africa
183,Botswana,29,,1,,19,9,,12,0.4,14855,6332,2346068,Africa
184,Antigua and Barbuda,25,,3,,19,3,1,256,31,183,1870,97839,North America
185,Gambia,24,,1,,13,10,,10,0.4,1476,613,2408415,Africa
186,Timor-Leste,24,,,,24,0,,18,,738,561,1315521,Asia
187,Grenada,22,,,,17,5,4,196,,3007,26737,112466,North America
188,Bhutan,21,,,,6,15,,27,,14843,19260,770656,Asia
189,Laos,19,,,,14,5,,3,,5044,694,7263530,Asia
190,Namibia,19,1,,,14,5,,7,,2681,1057,2535571,Africa
191,Belize,18,,2,,16,0,,45,5,1363,3435,396791,North America
192,Fiji,18,,,,15,3,,20,,1300,1451,895730,Australia/Oceania
193,New Caledonia,18,,,,18,0,,63,,5454,19124,285193,Australia/Oceania
194,Saint Lucia,18,,,,18,0,,98,,867,4724,183536,North America
195,St. Vincent Grenadines,18,,,,14,4,,162,,175,1578,110902,North America
196,Curaao,16,,1,,14,1,,98,6,485,2957,164020,North America
197,Dominica,16,,,,16,0,,222,,433,6017,71967,North America
198,Saint Kitts and Nevis,15,,,,15,0,,282,,391,7355,53158,North America
199,Falkland Islands,13,,,,13,0,,3749,,426,122837,3468,South America
200,Turks and Caicos,12,,1,,10,1,,310,26,109,2820,38658,North America
201,Vatican City,12,,,,2,10,,14981,,,,801,Europe
202,Montserrat,11,,1,,10,0,,2204,200,36,7212,4992,North America
203,Suriname,11,,1,,9,1,,19,2,404,689,586049,South America
204,Greenland,11,,,,11,0,,194,,1767,31132,56759,North America
205,Seychelles,11,,,,11,0,,112,,,,98280,Africa
206,MS Zaandam,9,,2,,,7,,,,,,,
207,British Virgin Islands,8,,1,,6,1,,265,33,167,5528,30209,North America
208,Papua New Guinea,8,,,,8,0,,0.9,,2402,269,8927298,Australia/Oceania
209,Caribbean Netherlands,6,,,,6,0,,229,,424,16186,26196,North America
210,St. Barth,6,,,,6,0,,608,,,,9874,North America
211,Western Sahara,6,,,,6,0,,10,,,,595583,Africa
212,Anguilla,3,,,,3,0,,200,,,,14988,North America
213,Lesotho,1,,,,,1,,0.5,,,,2140374,Africa
214,Saint Pierre Miquelon,1,,,,1,0,,173,,,,5797,North America
215,China,82971,4,4634,,78255,82,8,58,3,,,1439323776,Asia
,Total:,1800125,4925,110261,466,483622,1206242,19045,,,,,,North America
,Total:,1864182,15860,167455,650,838166,858561,10626,,,,,,Europe
,Total:,550045,1421,28124,46,206448,315473,10657,,,,,,South America
,Total:,905273,18016,26493,249,526153,352627,4870,,,,,,Asia
,Total:,102325,641,3118,3,40934,58273,290,,,,,,Africa
,Total:,8703,15,122,1,8035,546,8,,,,,,Australia/Oceania
,Total:,721,,15,,651,55,4,,,,,,
,Total:,5231374,40878,335588,1415,2104009,2791777,45500,671.1,43.1,,,,All
